[0,19249] [67,4091] [0,3162] [67,7241] [65,14140] [0,1299] [0,1567] [0,1289] [0,12933] [62,18730] [0,1274] [72,7205] [0,9742] [72,7284] [0,6377] [0,2714] [0,1339] [0,42214] [0,1382] [0,8200] [72,5571] [0,1574] [0,1281] [62,15618] [0,1394] [0,15012] [0,1364] [0,1591] [65,13056] [0,1347] [67,26263] [0,41099] [0,1375] [0,36479] [0,1099] [0,34676] [0,1244] [72,24221] [0,1329] [0,34532] [0,1352] [0,46448] [0,1359] [0,19347] [56,14749] [0,26543] [62,5668] [0,1344] [0,6481] [76,5634] [0,1448] [76,5611] [0,7994] [0,1265] [0,19967] [0,2790] 0,22060
0,1121
0,1167
0,962
0,2837
0,998
0,966
0,2839
0,31927
89,17487
0,29116
0,1115
92,6651
91,7963
0,42394
0,2533
0,1343
0,1206
0,3847
88,9384
0,25794
90,5105
89,27026
0,33086
0,1273
92,13985
0,2615
92,6768
0,1228
0,1245
0,4087
0,1290
91,6242
0,1070
91,6512
0,4147
89,13795
88,1176
0,39155
92,10866
91,36617
0,29508
94,2438
93,40734
0,41718
95,1159
96,25635
97,1234
96,14577
97,1206
96,2466
97,1149
96,961
97,6349
96,568
0,598
96,516
97,3356
96,2054
97,855
96,8744
0,7155
96,2529
0,4275
96,2552
0,1434
96,2465
0,1408
96,3963
0,2892
96,1160
0,8888
95,5049
94,12096
93,13092
92,2494
93,2430
92,4927
93,1039
92,10336
91,8090
90,10275
89,3169
0,1089
88,3609
0,8715
89,1231
0,1378
89,1243
0,1261
89,5762
0,3995
88,3502
89,2366
0,1109
88,2235
89,2441
88,2332
89,1100
0,4007
89,6242
0,8797
89,1240
0,4125
88,1177
0,34773
91,17903
0,1362
91,1141
0,2870
91,9503
0,4847
96,2210
0,570
96,2563
0,644
96,632
95,821
0,1036
92,53
0,243
90,309
0,884
88,2090
0,4700
85,1701
0,27667
84,3550
0,2770
82,1128
0,2585
82,2473
0,11935
82,2501
81,1215
0,5799
80,2408
81,1208
0,3614
89,3311
0,369
89,1526
0,610
89,19461
0,34532
92,7819
91,21591
0,5717
93,2238
0,5827
93,3638
0,12922
89,1126
0,3553
89,6726
0,5431
89,1075
0,6574
89,5761
91,1220
92,3077
91,2010
92,935
91,10409
92,1101
0,39329
95,2325
94,27278
0,6743
93,3424
94,26727
93,1243
92,25770
0,1197
92,7070
91,1142
90,2142
0,1277
89,13113
0,47357
95,6535
0,1132
0,2439
0,3868
0,50603
0,2504
0,4267
0,2480
0,50950
0,1182
0,21444
0,1195
0,45815
85,8007
86,7413
0,37320
87,12581
0,38317
0,1160
0,3762
88,9018
0,43131
0,1133
0,52018
0,1085
87,6801
0,3345
0,159354
0,3877
84,5478
0,1277
0,37175
0,3826
0,2574
0,48963
0,2674
0,1315
88,8326
0,1257
0,35036
89,7769
0,39431
92,5010
0,83564
84,6313
0,2582
0,2664
0,23353
0,2723
87,5512
0,2591
0,38147
0,2489
0,28438
0,2541
0,1137
89,13350
0,1316
89,9289
0,1256
89,30776
0,35110
0,1151
0,2735
89,31579
0,51044
0,1147
91,8207
0,1443
0,1256
0,1390
0,4155
0,1451
0,1168
0,1400
91,8800
0,86800
0,1195
91,5525
0,2592
91,5441
0,3070
0,1200
0,31404
0,1008
0,18398
91,6564
0,2761
0,1110
0,18147
0,1193
0,60366
90,5403
0,4073
92,9642
0,1113
92,12951
0,1191
0,17484
0,1185
91,7186
0,21987
91,26507
0,96164
0,635
0,670
0,629
0,715
0,515
0,1738
0,1248
0,4964
93,14976
0,19968
94,6491
0,9023
0,2718
0,2953
0,2771
0,1372
0,1343
94,8461
0,2601
0,2764
95,6932
0,3155
0,1210
93,10872
0,1319
0,2866
0,2722
0,2579
0,1335
0,2658
89,8827
0,63337
0,1273
0,1336
0,9290
0,4017
0,2888
0,1267
0,1325
0,2297
0,2885
93,6481
0,1312
93,5188
0,1293
91,10424
0,8741
0,2546
0,184960
0,1242
0,1269
0,2699
0,1240
0,1238
0,34025
0,1315
0,4731
0,1317
86,9629
0,29506
0,916
0,972
0,3476
0,1003
88,6981
0,2719
0,41137
0,1341
0,1047
0,329219
0,1235
0,9034
84,6599
0,31781
0,2552
0,140649
0,847
0,1261
0,16504
0,1735
0,16518
0,3396
0,21271
89,5400
0,18047
0,3982
0,2888
90,6378
91,16557
0,3051
91,30225
0,1318
91,9707
0,3415
0,4705
0,4534
0,2749
0,15450
0,1476
0,73725
91,32095
0,36742
0,2578
0,1211
0,1577
0,1404
0,1147
88,7183
89,10037
0,1350
0,3193
89,6907
0,586029
0,2526
92,5474
0,24716
0,43178
